crop,modal_price,min_price,max_price,state,market,temperature,humidity,rainfall
Tomato,2500.0,2000.0,3000.0,Tamil Nadu,Nagapattinam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1650.0,1500.0,1800.0,Tamil Nadu,Ramanathapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1200.0,1000.0,1400.0,Tamil Nadu,Jalagandapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1400.0,1400.0,1400.0,Tamil Nadu,Kambam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1400.0,1400.0,1400.0,Tamil Nadu,Chinnamanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1350.0,1200.0,1500.0,Tamil Nadu,Arani(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1500.0,1500.0,1500.0,Tamil Nadu,Musiri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1800.0,1800.0,1800.0,Tamil Nadu,Lalgudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1350.0,1200.0,1500.0,Tamil Nadu,Kariyapatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,2150.0,1800.0,2500.0,Tamil Nadu,Chengalpet(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1750.0,1500.0,2000.0,Tamil Nadu,Thirukalukundram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1200.0,1200.0,1200.0,Tamil Nadu,Arcot(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1000.0,1000.0,1000.0,Tamil Nadu,Vaniyampadi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1400.0,1300.0,1500.0,Tamil Nadu,Vadaseri APMC,24.4,94,0.0
Tomato,2800.0,2500.0,3000.0,Himachal Pradesh,SMY Bhuntar,24.4,94,0.0
Tomato,2900.0,2800.0,3000.0,Himachal Pradesh,SMY Palampur,24.4,94,0.0
Tomato,1200.0,1000.0,1500.0,Haryana,Sohna APMC,24.4,94,0.0
Tomato,1500.0,1500.0,2000.0,Odisha,Jharsuguda APMC,24.4,94,0.0
Tomato,1000.0,1000.0,1000.0,Madhya Pradesh,Hanumana(F&V) APMC,24.4,94,0.0
Tomato,1250.0,1200.0,1300.0,Uttar Pradesh,Charra APMC,24.4,94,0.0
Tomato,1750.0,1500.0,2000.0,Tamil Nadu,Ulundurpettai APMC,24.4,94,0.0
Tomato,1150.0,500.0,1800.0,Gujarat,Surat APMC,24.4,94,0.0
Tomato,1700.0,1500.0,1900.0,Odisha,Junagarh APMC,24.4,94,0.0
Tomato,1300.0,1000.0,1600.0,Punjab,Moga APMC,24.4,94,0.0
Tomato,2000.0,1900.0,2100.0,West Bengal,Bolpur APMC,24.4,94,0.0
Tomato,1700.0,600.0,2100.0,Himachal Pradesh,PMY Kather Solan,24.4,94,0.0
Tomato,1500.0,1500.0,1500.0,Odisha,Kamakhyanagar APMC,24.4,94,0.0
Tomato,1800.0,1300.0,2300.0,Gujarat,Padra APMC,24.4,94,0.0
Tomato,1300.0,1200.0,1500.0,Punjab,Jalalabad APMC,24.4,94,0.0
Tomato,1250.0,1000.0,1500.0,Tamil Nadu,Sundarapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1950.0,1850.0,2050.0,Uttar Pradesh,Anandnagar APMC,24.4,94,0.0
Tomato,1700.0,1600.0,1800.0,West Bengal,Siliguri APMC,24.4,94,0.0
Tomato,2100.0,2000.0,2200.0,Kerala,Taliparamba APMC,24.4,94,0.0
Tomato,1300.0,1200.0,1400.0,Tamil Nadu,Sampath Nagar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,2700.0,2600.0,2800.0,Himachal Pradesh,PMY Kangra,24.4,94,0.0
Tomato,1260.0,970.0,1555.0,Gujarat,Rajkot(Veg.Sub Yard) APMC,24.4,94,0.0
Tomato,1100.0,1000.0,1200.0,Haryana,Barwala APMC,24.4,94,0.0
Tomato,1350.0,1200.0,1500.0,Tamil Nadu,Pollachi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1400.0,400.0,1600.0,Chandigarh,Chandigarh(Grain/Fruit) APMC,24.4,94,0.0
Tomato,1400.0,1400.0,1400.0,Tamil Nadu,Cuddalore(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1500.0,1500.0,1500.0,Tamil Nadu,Vadalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1100.0,1000.0,1200.0,Tamil Nadu,Dharmapuri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1100.0,1000.0,1200.0,Tamil Nadu,AJattihalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,750.0,500.0,1000.0,Tamil Nadu,Avallapalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1500.0,1400.0,1600.0,Tamil Nadu,Chokkikulam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1500.0,1400.0,1600.0,Tamil Nadu,Thirumangalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1350.0,1200.0,1500.0,Tamil Nadu,Namakkal(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1750.0,1500.0,2000.0,Tamil Nadu,Viralimalai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1300.0,1200.0,1400.0,Tamil Nadu,Attayampatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1200.0,1000.0,1400.0,Tamil Nadu,Edapadi (Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1600.0,1600.0,1600.0,Tamil Nadu,Mannargudi I(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1250.0,1000.0,1500.0,Tamil Nadu,Tiruvannamalai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1350.0,1200.0,1500.0,Tamil Nadu,Vandavasi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1350.0,1200.0,1500.0,Tamil Nadu,Palladam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,900.0,800.0,1000.0,Tamil Nadu,Natrampalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1500.0,1500.0,1500.0,Tamil Nadu,Kallakurichi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1500.0,1500.0,1500.0,Tamil Nadu,Thirupathur APMC,24.4,94,0.0
Tomato,1900.0,1800.0,2000.0,Tamil Nadu,Gudalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,2400.0,2300.0,2500.0,Himachal Pradesh,PMY Chamba,24.4,94,0.0
Tomato,3100.0,3000.0,3200.0,Himachal Pradesh,PMY Hamirpur,24.4,94,0.0
Tomato,800.0,600.0,1000.0,Haryana,FerozpurZirkha(Nagina) APMC,24.4,94,0.0
Tomato,3000.0,2500.0,3500.0,Kerala,Perumbavoor APMC,24.4,94,0.0
Tomato,3000.0,3000.0,3000.0,Kerala,Chala APMC,24.4,94,0.0
Tomato,1100.0,1000.0,1200.0,Tamil Nadu,Karimangalam(Uzhavar Sandhai),24.4,94,0.0
Tomato,2000.0,1700.0,2000.0,Haryana,Tauru APMC,24.4,94,0.0
Tomato,1600.0,1400.0,1800.0,Madhya Pradesh,Sendhwa(F&V) APMC,24.4,94,0.0
Tomato,800.0,800.0,800.0,Uttar Pradesh,Jalaun APMC,24.4,94,0.0
Tomato,1750.0,1500.0,2000.0,Tamil Nadu,Gandarvakottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,1200.0,1000.0,1400.0,Tamil Nadu,Thammampatti (Uzhavar Sandhai ) APMC,24.4,94,0.0
Tomato,2000.0,2000.0,2000.0,Punjab,Phillaur(Apra Mandi) APMC,24.4,94,0.0
Tomato,1100.0,500.0,1700.0,Gujarat,Gondal(Veg.market Gondal) APMC,24.4,94,0.0
Tomato,2500.0,2500.0,2500.0,Punjab,Fazilka APMC,24.4,94,0.0
Tomato,600.0,500.0,700.0,Uttarakhand,Kicchha APMC,24.4,94,0.0
Tomato,2000.0,2000.0,2000.0,Haryana,Jhajjar APMC,24.4,94,0.0
Tomato,900.0,800.0,1000.0,Andhra Pradesh,Punganur APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Vazhapadi(Uzhavar Sandhai),24.4,94,0.0
Onion,1200.0,1200.0,1200.0,Uttar Pradesh,Hargaon (Laharpur) APMC,24.4,94,0.0
Onion,3000.0,3000.0,3000.0,Tamil Nadu,Thammampatti (Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Udumalpet APMC,24.4,94,0.0
Onion,2100.0,2000.0,2100.0,Odisha,Rayagada APMC,24.4,94,0.0
Onion,1600.0,1200.0,1800.0,Punjab,Moga APMC,24.4,94,0.0
Onion,1400.0,1000.0,1800.0,Punjab,Muktsar APMC,24.4,94,0.0
Onion,1500.0,1200.0,2200.0,Rajasthan,Sangriya APMC,24.4,94,0.0
Onion,1600.0,1200.0,2000.0,Haryana,Rewari APMC,24.4,94,0.0
Onion,2000.0,1900.0,2100.0,Tripura,Melaghar APMC,24.4,94,0.0
Onion,1650.0,1401.0,1780.0,Haryana,Bhiwani APMC,24.4,94,0.0
Onion,1600.0,1500.0,1800.0,Uttarakhand,Haridwar Union APMC,24.4,94,0.0
Onion,2300.0,2200.0,2500.0,Odisha,Sargipali APMC,24.4,94,0.0
Onion,1500.0,1000.0,2000.0,Haryana,Gurgaon APMC,24.4,94,0.0
Onion,2000.0,1900.0,2050.0,Kerala,Chengannur APMC,24.4,94,0.0
Onion,4500.0,4400.0,4700.0,Kerala,Chengannur APMC,24.4,94,0.0
Onion,1900.0,1800.0,2000.0,West Bengal,Siliguri APMC,24.4,94,0.0
Onion,2100.0,2000.0,2200.0,Himachal Pradesh,PMY Kangra,24.4,94,0.0
Onion,880.0,305.0,1275.0,Gujarat,Rajkot(Veg.Sub Yard) APMC,24.4,94,0.0
Onion,1750.0,1500.0,2000.0,Haryana,Barwala APMC,24.4,94,0.0
Onion,2250.0,2000.0,2500.0,Tamil Nadu,Mettupalayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Karur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2900.0,2800.0,3000.0,Tamil Nadu,Pennagaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2300.0,2000.0,2600.0,Tamil Nadu,Namakkal(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2600.0,2400.0,2800.0,Tamil Nadu,Kumarapalayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Singampunari(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2550.0,2500.0,2600.0,Tamil Nadu,Chinnamanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3600.0,3600.0,3600.0,Tamil Nadu,Needamangalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3000.0,3000.0,3000.0,Tamil Nadu,Manapparai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Aruppukottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3250.0,3000.0,3500.0,Tamil Nadu,Madhuranthagam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2400.0,2400.0,2400.0,Tamil Nadu,Ranipettai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2500.0,2500.0,2500.0,Tamil Nadu,Vaniyampadi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3000.0,3000.0,3000.0,Tamil Nadu,Sankarapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3400.0,3300.0,3500.0,Tamil Nadu,Vadaseri APMC,24.4,94,0.0
Onion,3000.0,3000.0,3000.0,Tamil Nadu,Thirupathur APMC,24.4,94,0.0
Onion,2350.0,2200.0,2500.0,Tamil Nadu,Andipatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,1850.0,1700.0,2000.0,West Bengal,Samsi APMC,24.4,94,0.0
Onion,900.0,600.0,900.0,Uttarakhand,Vikasnagar APMC,24.4,94,0.0
Onion,2300.0,2300.0,2300.0,Kerala,Kattappana APMC,24.4,94,0.0
Onion,2500.0,2000.0,3000.0,Kerala,Perumbavoor APMC,24.4,94,0.0
Onion,4000.0,4000.0,4000.0,Kerala,Chala APMC,24.4,94,0.0
Onion,2000.0,2000.0,2000.0,Kerala,Chala APMC,24.4,94,0.0
Onion,2500.0,2500.0,2500.0,Tamil Nadu,Perampet(Uzhavar Sandhai),24.4,94,0.0
Onion,1700.0,1600.0,1800.0,Punjab,Morinda APMC,24.4,94,0.0
Onion,3750.0,3500.0,4000.0,Tamil Nadu,Mayiladuthurai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3600.0,3600.0,3600.0,Tamil Nadu,Tiruvarur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2700.0,2400.0,3000.0,Tamil Nadu,Kumbakonam (Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3000.0,3000.0,3000.0,Tamil Nadu,Ulundurpettai APMC,24.4,94,0.0
Onion,1800.0,1600.0,2000.0,Punjab,Baghapurana APMC,24.4,94,0.0
Onion,1600.0,1500.0,1800.0,Uttarakhand,Rudrapur APMC,24.4,94,0.0
Onion,1200.0,800.0,1800.0,Haryana,Rohtak APMC,24.4,94,0.0
Onion,1000.0,900.0,1100.0,Rajasthan,Churu APMC,24.4,94,0.0
Onion,5500.0,5000.0,6000.0,Kerala,Pampady APMC,24.4,94,0.0
Onion,2250.0,2000.0,2500.0,Tamil Nadu,Cheyyar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,1300.0,1300.0,1300.0,Punjab,Garh Shankar APMC,24.4,94,0.0
Onion,1950.0,1800.0,2100.0,Tamil Nadu,Vadavalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,1500.0,1200.0,1750.0,Gujarat,Padra APMC,24.4,94,0.0
Onion,2000.0,1800.0,2500.0,Haryana,Chhachrauli APMC,24.4,94,0.0
Onion,1800.0,1700.0,2000.0,Kerala,Chengannur APMC,24.4,94,0.0
Onion,2600.0,2200.0,3000.0,Kerala,Pala APMC,24.4,94,0.0
Onion,2200.0,2100.0,2300.0,Kerala,Taliparamba APMC,24.4,94,0.0
Onion,2600.0,2400.0,2800.0,Tamil Nadu,Sampath Nagar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,1950.0,1800.0,2100.0,Tamil Nadu,RSPuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2250.0,2000.0,2500.0,Tamil Nadu,Pollachi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,1350.0,1300.0,1400.0,Uttar Pradesh,Kairana APMC,24.4,94,0.0
Onion,1125.0,1100.0,1150.0,Uttar Pradesh,Maigalganj APMC,24.4,94,0.0
Onion,1500.0,1500.0,1500.0,Uttar Pradesh,Khalilabad APMC,24.4,94,0.0
Onion,1200.0,500.0,1500.0,Chandigarh,Chandigarh(Grain/Fruit) APMC,24.4,94,0.0
Onion,2500.0,2000.0,3000.0,Tamil Nadu,Vadalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2500.0,2500.0,2500.0,Tamil Nadu,Kundrathur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2700.0,2400.0,3000.0,Tamil Nadu,Velayuthampalayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2250.0,2000.0,2500.0,Tamil Nadu,Krishnagiri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2250.0,2000.0,2500.0,Tamil Nadu,Denkanikottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2500.0,2400.0,2600.0,Tamil Nadu,Chokkikulam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Mohanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3500.0,3000.0,4000.0,Tamil Nadu,Pudukottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2500.0,2000.0,3000.0,Tamil Nadu,Edapadi (Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Devakottai (Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2900.0,2800.0,3000.0,Tamil Nadu,Karaikudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3500.0,3000.0,4000.0,Tamil Nadu,Pattukottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2500.0,2500.0,2500.0,Tamil Nadu,Kambam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2200.0,2000.0,2400.0,Tamil Nadu,Palayamkottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2200.0,2000.0,2400.0,Tamil Nadu,Melapalayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3200.0,3200.0,3200.0,Tamil Nadu,Lalgudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Kariyapatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2400.0,2400.0,2400.0,Tamil Nadu,Arcot(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Natrampalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,3000.0,3000.0,3000.0,Tamil Nadu,Kallakurichi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2900.0,2800.0,3000.0,Tamil Nadu,Ammapet(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2400.0,2300.0,2500.0,Tamil Nadu,Periyakulam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,2900.0,2800.0,3000.0,Tamil Nadu,Gudalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Onion,1900.0,1800.0,2000.0,Himachal Pradesh,PMY Chamba,24.4,94,0.0
Onion,1600.0,1600.0,1800.0,Kerala,Palayam APMC,24.4,94,0.0
Onion,1600.0,1500.0,1800.0,Haryana,Sohna APMC,24.4,94,0.0
Onion,1150.0,1150.0,1150.0,Punjab,Rayya APMC,24.4,94,0.0
Onion,1700.0,1600.0,2000.0,Kerala,Thalayolaparambu APMC,24.4,94,0.0
Onion,2700.0,2600.0,2800.0,Tamil Nadu,Karimangalam(Uzhavar Sandhai),24.4,94,0.0
Onion,2750.0,2500.0,3000.0,Tamil Nadu,Gandhigramam(Uzhavar Sandhai),24.4,94,0.0
Onion,1650.0,1600.0,1700.0,Uttar Pradesh,Charra APMC,24.4,94,0.0
Potato,500.0,500.0,500.0,Punjab,Morinda APMC,24.4,94,0.0
Potato,2800.0,2600.0,3000.0,Tamil Nadu,Paramathivelur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,850.0,300.0,1400.0,Gujarat,Surat APMC,24.4,94,0.0
Potato,450.0,300.0,600.0,Punjab,Muktsar APMC,24.4,94,0.0
Potato,400.0,300.0,500.0,Uttarakhand,Rudrapur APMC,24.4,94,0.0
Potato,850.0,800.0,900.0,West Bengal,Tamluk (Medinipur E) APMC,24.4,94,0.0
Potato,400.0,300.0,500.0,Haryana,Panipat APMC,24.4,94,0.0
Potato,2250.0,2000.0,2500.0,Tamil Nadu,Cheyyar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,810.0,750.0,850.0,Haryana,Bhiwani APMC,24.4,94,0.0
Potato,650.0,600.0,750.0,Uttarakhand,Haridwar Union APMC,24.4,94,0.0
Potato,1100.0,1100.0,1100.0,Uttar Pradesh,Bisoli APMC,24.4,94,0.0
Potato,3000.0,3000.0,3000.0,Odisha,Kamakhyanagar APMC,24.4,94,0.0
Potato,220.0,220.0,220.0,Haryana,Babain APMC,24.4,94,0.0
Potato,1200.0,800.0,1600.0,Himachal Pradesh,SMY Nadaun,24.4,94,0.0
Potato,1040.0,960.0,1230.0,Odisha,Bonai APMC,24.4,94,0.0
Potato,700.0,600.0,800.0,Himachal Pradesh,SMY Santoshgarh,24.4,94,0.0
Potato,400.0,350.0,500.0,Haryana,Barwala APMC,24.4,94,0.0
Potato,4500.0,4000.0,5000.0,Tamil Nadu,Pollachi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,200.0,100.0,200.0,Chandigarh,Chandigarh(Grain/Fruit) APMC,24.4,94,0.0
Potato,4750.0,4500.0,5000.0,Tamil Nadu,Karur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3750.0,3500.0,4000.0,Tamil Nadu,Cuddalore(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3250.0,3000.0,3500.0,Tamil Nadu,Vadalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2650.0,2500.0,2800.0,Tamil Nadu,AJattihalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2750.0,2500.0,3000.0,Tamil Nadu,Kulithalai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2500.0,2400.0,2600.0,Tamil Nadu,Palanganatham(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3250.0,3000.0,3500.0,Tamil Nadu,Mohanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3750.0,3500.0,4000.0,Tamil Nadu,Alangudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2900.0,2800.0,3000.0,Tamil Nadu,Mettur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3250.0,3000.0,3500.0,Tamil Nadu,Singampunari(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2750.0,2500.0,3000.0,Tamil Nadu,Arani(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3000.0,3000.0,3000.0,Tamil Nadu,Gudiyatham(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2600.0,2600.0,2600.0,Tamil Nadu,Arcot(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3750.0,3500.0,4000.0,Tamil Nadu,Tiruppur (North) (Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3400.0,3300.0,3500.0,Tamil Nadu,Vadaseri APMC,24.4,94,0.0
Potato,1750.0,1500.0,2000.0,Telangana,Warangal APMC,24.4,94,0.0
Potato,2300.0,2200.0,2600.0,Kerala,Thalasserry APMC,24.4,94,0.0
Potato,800.0,790.0,810.0,West Bengal,Samsi APMC,24.4,94,0.0
Potato,2000.0,1500.0,2000.0,Odisha,Jharsuguda APMC,24.4,94,0.0
Potato,560.0,560.0,560.0,Punjab,Rayya APMC,24.4,94,0.0
Potato,3200.0,3200.0,3200.0,Kerala,Kattappana APMC,24.4,94,0.0
Potato,1120.0,1000.0,1300.0,Assam,Haibargaon APMC,24.4,94,0.0
Potato,1350.0,1200.0,1450.0,Assam,Doomdumia APMC,24.4,94,0.0
Potato,590.0,590.0,590.0,Uttar Pradesh,Hargaon (Laharpur) APMC,24.4,94,0.0
Potato,2000.0,1900.0,2100.0,West Bengal,Darjeeling APMC,24.4,94,0.0
Potato,3500.0,3500.0,3500.0,Tamil Nadu,Ulundurpettai APMC,24.4,94,0.0
Potato,975.0,750.0,1200.0,Gujarat,Gondal(Veg.market Gondal) APMC,24.4,94,0.0
Potato,1800.0,1700.0,1800.0,Odisha,Rayagada APMC,24.4,94,0.0
Potato,750.0,700.0,800.0,Haryana,Rewari APMC,24.4,94,0.0
Potato,650.0,600.0,700.0,Himachal Pradesh,PMY Kather Solan,24.4,94,0.0
Potato,750.0,700.0,800.0,Rajasthan,Churu APMC,24.4,94,0.0
Potato,1000.0,900.0,1200.0,Tripura,Melaghar APMC,24.4,94,0.0
Potato,1700.0,1600.0,1800.0,Tripura,Melaghar APMC,24.4,94,0.0
Potato,5000.0,4500.0,5500.0,Kerala,Pampady APMC,24.4,94,0.0
Potato,500.0,400.0,500.0,Rajasthan,Goluwala APMC,24.4,94,0.0
Potato,600.0,600.0,600.0,Punjab,Garh Shankar APMC,24.4,94,0.0
Potato,1200.0,1000.0,1400.0,Odisha,Sargipali APMC,24.4,94,0.0
Potato,2000.0,2000.0,2000.0,Nagaland,Kohima APMC,24.4,94,0.0
Potato,500.0,500.0,500.0,Punjab,Zira APMC,24.4,94,0.0
Potato,650.0,600.0,700.0,Haryana,Pataudi APMC,24.4,94,0.0
Potato,800.0,700.0,900.0,Haryana,Dhand APMC,24.4,94,0.0
Potato,185.0,30.0,425.0,Haryana,Pipli APMC,24.4,94,0.0
Potato,2200.0,2000.0,2400.0,Kerala,Kallachi APMC,24.4,94,0.0
Potato,550.0,500.0,600.0,Haryana,Gurgaon APMC,24.4,94,0.0
Potato,3000.0,2900.0,3200.0,Kerala,Chengannur APMC,24.4,94,0.0
Potato,3400.0,3400.0,4000.0,Kerala,Thrippunithura APMC,24.4,94,0.0
